기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS100001,한식음식점,3102708751 ,88995 ,67,33,12,13,14,13,15,18,16,3,1,24,13,46,14,46,54,2,40,23,16,13,6,2092554850,1010153901,363090074,365737304,427200333,434821004,501706135,552860936,457292965,124022268,5226329,565790095,315727896,1507178974,584763189,1353638783,1499715791,42836358,1113351450,688252578,447473750,357507513,203932928,59387,29608,10413,11068,12571,12190,13145,15580,14028,2574,302,21038,12757,41288,11036,37325,48852,1947,35607,19057,13410,11352,4804,39
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS100002,중식음식점,191553023 ,5555 ,63,37,10,11,14,14,14,18,20,1,0,17,19,52,11,38,62,4,50,21,12,11,3,118397854,73155169,19045215,23164331,28089428,21324545,26774335,37286750,35868419,2039819,0,23701300,22554666,108145650,35111588,79136200,94771100,4504391,70004574,42926092,32267740,20260003,3944501,3464,2091,453,672,819,727,793,1055,1036,71,0,904,934,2931,715,1928,3474,246,2640,1142,744,528,102,11
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS100003,일식음식점,1162132113 ,40345 ,74,26,14,14,14,15,18,14,12,0,0,44,13,38,6,48,52,2,34,26,20,12,7,729625711,432506402,100900316,131753309,149952585,141374693,205644808,235980439,196525963,0,0,266557351,127466120,635386694,132721948,434637174,601069960,10363637,478698295,285141477,132721248,104912949,23869531,25304,15041,3775,4354,5403,5457,6315,7621,7420,0,0,9293,6030,21154,3868,14891,23485,861,17684,9652,5283,4110,788,10
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS100004,양식음식점,2091237563 ,62042 ,56,45,9,9,12,11,14,24,21,1,0,17,20,49,13,41,59,2,48,23,14,10,3,1234104118,857133445,200608681,192822376,284420357,258674050,297578654,472386390,384747055,34425273,7816115,413355158,350431197,1015911453,269298367,854464542,1137187773,37011756,841096961,472266594,332006506,245413797,63856700,37758,24284,6224,6321,8362,7926,8925,13109,11175,799,312,13122,11695,29714,6400,24272,36200,1605,26780,14337,9283,6646,1828,40
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS100005,제과점,304881255 ,28454 ,59,41,10,11,12,11,15,21,21,0,1,16,30,44,9,32,68,4,47,21,15,11,3,173362832,131518423,30758702,32756305,35156485,30986541,43704799,67718718,63799705,0,1515485,45981498,105658832,135127924,16597516,90292076,213880797,9823483,157058254,58798718,41532879,28649278,8310263,16597,11857,2972,3098,3391,3017,4119,5992,5865,0,248,4298,8971,12469,2468,8924,19498,1166,14505,5571,3717,2750,712,11
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS100006,패스트푸드점,919507477 ,124208 ,70,30,13,14,15,14,14,15,15,2,7,24,22,35,10,43,58,2,42,26,16,11,4,651722693,267784784,115441260,122375681,139116528,135895281,138893943,138082063,129702721,25747505,69322520,216420480,182208898,298941383,126866691,438528381,467219410,15534626,332576194,244393025,162785854,111524246,38933846,87534,36674,15850,17172,18210,18143,18159,18906,17768,3521,10892,27206,25255,39493,17841,57797,65910,2491,48627,31513,21039,14268,5770,7
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS100007,치킨전문점,270152937 ,7894 ,61,39,6,14,10,14,19,20,19,7,0,0,3,44,46,41,60,4,46,28,10,10,2,181261492,88891445,22238876,43171273,33283439,39256859,43311045,46906819,41984626,33313013,0,855441,9692540,109408899,116883044,116845485,151492947,7745084,131785433,64058421,34751147,25370524,4627824,5213,2681,655,1148,898,1193,1319,1427,1254,582,0,40,391,3445,3436,3230,4644,334,3941,1640,1008,784,167,5
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS100008,분식전문점,750422304 ,58519 ,66,34,10,15,15,12,13,19,15,3,3,21,20,41,13,43,58,3,39,33,12,10,3,492905143,257517161,81671509,89113750,103039629,98796735,120283520,132596155,124921006,2069540,13701722,165437400,164794828,348656158,55762656,257956407,465214240,27027503,297815265,176608288,119139110,83688864,18891618,40082,18437,7002,7454,8735,8265,8626,9843,8594,43,2393,14092,12604,26128,3259,18501,39803,2356,25537,14411,8802,5596,1599,14
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS100009,호프-간이주점,1410444761 ,32663 ,69,31,11,11,15,15,17,18,13,17,0,5,7,30,42,54,46,4,43,25,13,12,3,901837117,508607644,150158593,143856016,189627751,189687469,228507288,304645177,203962467,369416160,0,12222994,22550727,292501696,713753184,687557050,690600113,46436757,739130838,266914619,156357339,131881494,37436115,20789,11874,3297,3518,4758,4157,5059,6636,5238,8248,0,331,831,7088,16165,15112,17343,1417,18304,5469,3397,3080,790,19
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS100010,커피-음료,2307670863 ,246431 ,60,40,9,12,14,12,14,21,18,0,4,21,34,36,5,32,68,2,49,25,12,10,3,1370295875,937374988,211814702,248330839,316544169,272596882,321009283,509135857,428239131,15765667,48298339,451391761,743569330,879662841,168982925,716554255,1553018197,36467303,1061192816,581594130,303020438,215385216,71912552,149456,96975,22511,27322,34037,30817,34769,52598,44377,1036,8552,50571,80424,90339,15509,77527,167253,4302,117874,62885,30780,22317,6620,58
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS200003,예술학원,56530443 ,109 ,92,8,8,4,17,42,21,4,4,0,0,4,37,8,50,4,96,0,38,0,50,13,0,46620606,9909837,6202276,6902374,6310742,14978151,12227063,6212137,3697700,0,0,6212137,34955594,6202276,9160436,6902374,49628069,0,6547394,0,30261980,19721069,0,89,20,19,10,10,30,20,10,10,0,0,10,59,20,20,10,99,0,20,0,59,30,0,5
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS200006,일반의원,692108985 ,20229 ,92,8,22,18,14,18,20,8,0,0,22,27,29,22,0,35,65,1,24,26,17,18,15,629741004,62367981,145014485,126184241,81333912,133560564,143647802,62367981,0,0,124432129,210360689,173167988,184148179,0,245503616,446605369,937011,164181631,144539019,146825692,136014228,99611404,18591,1638,4345,3678,2767,3763,4038,1638,0,0,4258,5407,5972,4592,0,6799,13430,91,5251,5356,3407,3414,2710,6
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS200007,치과의원,117803427 ,1401 ,82,18,14,21,17,15,15,18,0,0,13,41,36,11,0,24,76,0,36,20,17,22,4,102477933,15325494,21431156,38091736,10307793,19105608,13541640,15325494,0,0,5946502,58644878,47504654,5707393,0,21706649,96096778,131773,42387978,7719045,39263431,24176902,4124298,1149,252,192,290,245,211,211,252,0,0,177,575,497,152,0,340,1061,5,510,289,232,305,60,4
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS200008,한의원,61906996 ,713 ,78,22,0,22,17,22,17,22,0,0,6,47,29,17,1,35,65,0,51,31,6,12,0,52667604,9239392,0,5984880,30604801,8546383,7531540,9239392,0,0,6953119,24140735,26678114,4062657,72371,18823577,37769618,0,30397041,12575729,11100725,2519699,0,554,159,0,154,126,154,120,159,0,0,44,335,208,121,5,245,451,0,352,215,45,84,0,1
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS200016,당구장,24371573 ,1230 ,52,48,16,7,9,12,8,19,29,3,0,9,21,49,17,66,35,6,40,17,3,27,7,13339829,11031744,3675176,1556180,2203912,2799321,3105240,4938856,6092888,1507287,200182,3329634,4481649,11071145,3781676,14904311,9013144,835447,11085130,5323952,1990415,3653567,1028942,657,573,196,98,114,135,114,229,344,54,5,107,224,590,250,858,351,56,511,176,64,295,106,5
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS200024,스포츠클럽,102561971 ,382 ,94,6,16,27,15,25,11,6,0,3,11,6,11,64,5,61,39,0,54,43,0,3,0,100548703,2013268,10193760,28427849,14717241,41960066,5249787,2013268,0,3822660,8919540,4459770,5198818,70540822,9620361,56460690,46101281,0,35270410,64743121,0,2548440,0,357,25,51,102,51,102,51,25,0,13,39,26,38,241,25,230,152,0,203,166,0,13,0,2
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS200028,미용실,402172805 ,8147 ,74,26,15,13,13,14,19,18,9,0,1,23,30,46,0,57,43,1,38,30,15,12,5,246887576,155285229,43662690,50098794,47446395,47187940,58491757,82590442,72694787,0,3705133,78442880,128793826,190092201,1138765,156457152,245715653,1580302,157305358,137765948,48421728,42337845,14761624,5348,2799,1028,995,976,1019,1330,1533,1266,0,140,1826,2518,3622,41,4388,3759,45,3574,2566,917,766,279,4
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS200029,네일숍,17897185 ,422 ,68,33,12,19,8,12,17,14,18,0,0,14,28,50,9,8,92,0,35,33,12,16,4,13354957,4542228,2177479,4365972,1891066,1788250,3132190,1476133,3066095,0,0,2247246,4560587,9745411,1343941,1824970,16072215,0,5559364,6723377,1806610,3312118,495716,287,135,54,77,33,56,67,62,73,0,0,55,121,206,40,36,386,0,162,135,48,62,15,1
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS200037,노래방,27468324 ,1340 ,60,40,12,12,9,12,15,21,20,33,0,0,2,18,47,56,44,1,39,26,18,14,2,17324093,10144231,3391705,3307892,2902001,3562251,4160244,5675003,4469228,8113909,0,0,285584,5366962,13701869,14889100,11981911,301440,8660464,7342447,5156783,4680874,729003,801,539,171,144,135,147,204,284,255,424,0,0,29,255,632,726,591,14,484,333,259,197,28,3
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS300001,슈퍼마켓,1725285288 ,99519 ,67,33,14,12,13,13,16,18,15,1,5,17,29,39,10,43,57,1,32,23,16,16,12,1190960099,534325189,247862668,219030518,235511578,232332062,256223273,277656392,256668797,6799600,105831533,313432705,496970103,661455891,140795456,587321087,969841557,11451672,367096428,287985673,305673951,332400171,252554749,67771,31748,13771,12015,13406,13537,15042,16539,15209,430,4607,16747,26779,40116,10840,36354,58801,882,26711,20313,16418,17487,13343,11
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS300002,편의점,1305503880 ,284168 ,68,32,12,13,14,13,15,17,15,6,13,16,19,32,14,49,51,2,45,27,13,10,4,893437341,412066539,157972725,171253707,181474261,181792152,200944496,222745614,189320925,105890344,162118342,198409985,224415448,396560028,218109733,692170550,594295706,17816618,494079069,352169689,207123075,149358034,65919771,192505,91663,32122,36517,41284,38930,43652,49494,42169,17471,37307,45410,54014,91241,38725,138522,144566,5155,124832,75911,36796,29582,10812,8
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS300011,일반의류,1726844245 ,48510 ,62,38,9,11,9,17,16,25,13,0,0,14,44,38,4,29,71,2,23,19,18,35,4,1120157821,606686424,216984800,196026522,187136617,243310332,276699550,318430686,288255738,309034,1033334,247572209,547613141,786418156,143898371,598832623,1128011622,16481029,482728615,443119612,335630507,379885482,68999000,30923,17587,5793,5688,5546,6652,7244,9334,8253,19,77,7763,15579,21182,3890,16128,32382,555,16133,12289,7859,8721,2953,21
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS300015,가방,58081061 ,6800 ,53,47,9,7,12,10,15,27,21,0,0,14,32,52,2,21,79,5,42,24,15,12,2,31297585,26783476,4048690,2562701,7615691,7152894,9917609,16806574,9976902,0,0,8621568,19154666,28308817,1996010,15034749,43046312,1801531,20148558,11740191,14658900,8596601,1135280,3799,3001,608,388,881,777,1145,1742,1259,0,0,986,2161,3486,167,1525,5275,252,2916,1380,1273,853,126,1
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS300016,안경,127511680 ,1903 ,72,28,14,17,13,15,12,14,14,0,3,15,29,49,4,24,76,1,59,20,10,9,3,94823362,32688318,19299020,20712549,16298444,18342570,20170779,14854533,17833785,0,4516372,19272936,34135042,64753380,4833950,36210642,91301038,919968,66260776,29919457,14861020,13119488,2430971,1386,517,260,335,254,293,244,265,252,0,59,295,550,910,89,467,1436,19,1101,375,182,177,49,1
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS300018,의약품,279446813 ,7645 ,92,8,39,40,4,4,5,5,3,0,2,40,47,10,1,77,23,0,13,9,54,22,1,268374939,11071874,69123971,89477546,5021107,7849595,96902720,7419913,3651961,0,4593461,93032948,165420179,15397293,1002932,244180995,35265818,173482,18910712,15251769,226498629,16849174,1763047,5770,1875,1391,1469,789,984,1137,1120,755,0,560,1426,3224,2257,178,2407,5238,43,2967,2098,1143,1076,318,1
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS300019,의료기기,1534464985 ,234 ,100,0,19,39,0,0,42,0,0,0,17,61,22,0,0,81,19,0,0,0,70,30,0,1534464985,0,320465043,771795271,0,0,442204671,0,0,0,432705233,871499489,230260263,0,0,1241272475,293192510,0,0,0,761623603,772841382,0,234,0,46,95,0,0,93,0,0,0,47,141,46,0,0,188,46,0,0,0,165,69,0,4
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS300020,서적,19691912 ,733 ,60,40,11,18,12,12,8,40,0,0,0,7,41,41,12,34,66,2,36,16,26,16,5,13291337,6400575,1309395,6715659,2060859,1399805,1805619,6400575,0,0,0,1007474,10012390,6902065,1769983,4837995,9239352,344815,3741909,2333436,4051728,3081497,523963,437,296,71,103,102,84,77,296,0,0,0,51,283,315,84,231,455,19,243,109,179,109,25,3
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS300028,화초,126020061 ,6888 ,54,46,8,9,11,12,15,25,21,0,2,17,26,51,5,39,61,2,51,24,12,8,3,75084121,50935940,14163957,11557240,12915970,16866840,19580114,26547918,24388022,0,4539988,22595046,35323782,57207785,6353460,47048948,73332561,1920798,53648220,29502400,18474966,11625450,5209676,3942,2946,554,625,742,900,1121,1600,1346,0,203,1191,1706,3367,421,2734,4075,139,3427,1583,910,525,226,2
2020,1,D,발달상권,1001240,혜화역 대학로_1,CS300032,가전제품,505122491 ,2415 ,65,35,13,18,12,12,11,19,16,0,0,16,42,41,0,73,27,3,42,21,18,15,1,314780889,190341602,58609689,96056344,70810078,58746495,30558283,110763611,79577991,0,727167,139480560,202723167,162191597,0,418294700,86827791,4407374,159026951,122356073,108498540,89968653,20864900,1576,839,308,418,332,271,247,431,408,0,12,395,1011,997,0,1806,609,74,1044,499,424,337,37,2
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS100001,한식음식점,2611805420 ,76738 ,69,31,12,14,14,15,15,17,14,2,1,26,12,45,14,47,53,2,41,23,15,13,6,1778526342,833279078,316869617,362854272,333053665,368092168,397656620,440869013,392410065,100245125,5047379,472162967,258745838,1238704203,536899908,1184105142,1185434526,36353242,973972262,576452122,335218408,286206454,161337180,52809,23929,8994,10621,10677,11048,11469,12531,11398,2079,268,19819,10295,34545,9732,33246,40606,1651,30880,16783,10631,9550,4351,39
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS100002,중식음식점,136431638 ,4191 ,62,38,3,12,17,16,14,21,17,0,0,17,16,53,13,35,65,6,49,21,9,13,3,85768941,50662697,8522675,17510526,18135656,18357964,23242120,27346530,23316167,920163,0,20063390,17350898,71300914,26796273,52973605,73892005,6253937,53322372,32393464,22462791,10258097,2174949,2458,1733,168,535,606,560,589,960,773,14,0,668,708,2167,634,1425,2688,295,2028,885,469,380,56,11
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS100003,일식음식점,1433549272 ,43751 ,76,24,14,14,17,15,16,14,11,0,0,48,11,37,4,47,53,1,33,28,19,12,7,937298026,496251246,94662873,212008156,197263583,218566051,214797363,288426057,207825189,1927774,4136845,372740728,114434653,809245350,131063922,552652931,702320586,14322285,572314681,351830389,171039257,117147027,28319879,27620,16131,3626,6211,5721,5933,6129,9025,7106,52,23,11534,4598,23803,3741,16318,24867,717,19038,10799,6020,3642,970,11
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS100004,양식음식점,1738012557 ,49977 ,58,42,9,10,12,13,15,24,18,2,0,19,17,47,16,43,57,3,47,24,13,10,3,1029200146,708812411,145670745,185307306,205966109,221821167,270434819,397998176,310814235,33466802,8556699,320905787,250892888,788486829,335703552,754036854,892427274,40317726,711468794,403465544,247491366,178979802,64740891,29797,20180,4393,5625,6135,6214,7430,10975,9205,741,329,10270,8247,23211,7179,20502,28166,1765,21753,11708,6809,5032,1597,40
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS100005,제과점,246037955 ,24421 ,59,41,9,11,13,13,14,22,18,0,1,14,28,47,10,33,67,4,48,21,13,11,3,139103755,106934200,22257126,26212191,28683751,28387065,33563622,59943412,46990788,0,1284201,34909752,72225813,118993263,18624926,78446296,167165944,8603430,132207166,50631320,28555895,19908973,5705456,14390,10031,2168,2869,2998,3089,3266,5566,4465,0,221,3499,6786,11331,2584,8186,16222,1020,13055,4667,2909,2179,578,11
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS100006,패스트푸드점,903282054 ,127346 ,71,30,12,14,15,15,14,15,14,2,7,25,21,36,10,43,57,3,43,25,14,11,3,645493106,257788948,108960014,130666393,131270009,139059101,135537589,134246653,123542295,32566084,68701311,220001183,161492806,291047568,129473102,454003640,438339548,16838319,345607984,228641672,158513429,106084185,36657597,90359,36987,15746,18529,18629,18697,18758,19269,17718,4390,11218,28593,23930,39865,19350,60400,66663,2889,52177,32709,19881,14150,5257,7
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS100007,치킨전문점,227059049 ,6839 ,64,36,9,13,13,12,18,20,16,4,0,0,2,44,50,42,58,2,44,25,15,10,4,150029152,77029897,18784108,31397197,30008916,30625252,39213679,41945718,35084179,9097842,0,0,4245278,90190037,123525892,98543581,123966378,4301579,98832089,57659886,34060614,19025385,8630408,4402,2437,568,869,845,858,1262,1302,1135,257,0,0,152,3032,3398,2831,3955,184,3249,1531,936,641,245,4
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS100008,분식전문점,862993014 ,56329 ,65,35,9,15,13,12,16,21,15,5,1,22,19,41,14,46,55,3,40,27,16,10,5,561953200,301039814,98820959,118213654,111857878,111364888,121695821,154267920,146771894,6605140,11271090,186159081,158999430,376977704,122980569,366311428,477013686,23987975,330064501,214528314,144956688,101332018,28455614,38211,18118,6552,7675,8259,7805,7920,9491,8627,112,1245,14020,11563,25543,3846,20447,35531,2272,24410,13951,7916,5836,1593,16
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS100009,호프-간이주점,1139955931 ,26122 ,68,32,9,11,15,13,21,21,11,14,0,2,7,28,48,53,47,3,44,25,14,12,2,736650701,403305230,107707003,119758838,150174618,141540771,217469471,246387769,156917461,290938180,999608,7509371,15654450,207700444,617153878,572892339,556635291,24892468,611335887,226800364,128675936,116520416,21302562,16574,9548,2470,2791,3310,3238,4765,5680,3868,6304,8,42,341,5382,14045,12555,13433,671,14597,5108,2701,2499,415,19
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS100010,커피-음료,2169995137 ,254559 ,61,39,9,12,13,14,14,21,18,0,5,23,33,36,4,32,68,3,51,23,11,9,3,1265581153,904413984,175399014,244527819,266374127,285467342,293812851,479061277,425352707,18570678,50515922,451973333,682472883,822626474,143835847,641830806,1498310458,47643988,1038128661,546565710,237529883,197283488,72989530,152902,101657,21550,29767,33372,34006,34207,53647,48010,1496,10039,53763,82306,93238,13717,74619,178558,6219,128065,62352,26691,22791,7055,58
2020,2,D,발달상권,1001240,혜화역 대학로_1,CS200003,예술학원,90559148 ,157 ,84,17,34,15,13,17,5,5,12,0,0,0,30,53,17,0,100,0,15,0,55,30,0,75324623,15234525,25262689,10619795,12227063,21298755,5916321,3697700,11536825,0,0,0,23093372,51541013,15924763,0,90559148,0,8578665,0,53463817,28516666,0,127,30,48,20,19,30,10,10,20,0,0,0,48,79,30,0,157,0,20,0,87,50,0,5
