"prfnmfct","prfnmplc","seatcnt","prfprocnt","prfdtcnt","totnmrs","year_q"
"대학로 위로홀(구. 몬스터홀)","대학로 위로홀(구. 몬스터홀)","123","2","32","121","2017-3"
"하마씨어터(구. 가든씨어터)","하마씨어터(구. 가든씨어터)","190","2","44","123","2017-3"
"유니플렉스","1관(대극장)","600","1","99","31112","2017-3"
"유니플렉스","2관(중극장)","300","0","74","3067","2017-3"
"유니플렉스","3관(소극장)","200","1","65","2986","2017-3"
"예스24 스테이지(구. DCF대명문화공장)","1관","406","1","111","29830","2017-3"
"예스24 스테이지(구. DCF대명문화공장)","2관","301","0","31","3604","2017-3"
"예스24 스테이지(구. DCF대명문화공장)","3관(구. 수현재씨어터)","255","0","70","10143","2017-3"
"굿씨어터","굿씨어터","369","0","9","101","2017-3"
"KSPO DOME(체조경기장)","KSPO DOME(체조경기장)","15000","0","0","0","2017-3"
"SK핸드볼경기장(펜싱경기장)","SK핸드볼경기장(펜싱경기장)","5003","0","0","0","2017-3"
"올림픽공원","올림픽홀","2432","3","4","8645","2017-3"
"뮤즈라이브","뮤즈라이브","237","0","0","0","2017-3"
"올림픽공원","우리금융아트홀(역도경기장)","1184","1","50","15507","2017-3"
"올림픽공원","K-아트홀","500","1","67","9809","2017-3"
"올림픽공원","야외(88잔디마당)","10000","1","2","4","2017-3"
"야외(수변무대)","야외(수변무대)","1000","0","0","0","2017-3"
"벨로드롬(경륜경기장)","벨로드롬(경륜경기장)","6000","0","0","0","2017-3"
"평화광장","평화광장","0","0","0","0","2017-3"
"올림픽공원","일대","0","1","2","797","2017-3"
"해오름 예술극장","해오름 예술극장","170","1","14","31","2017-3"
"문화공간 엘림홀","문화공간 엘림홀","230","3","10","40","2017-3"
"성균소극장","성균소극장","100","2","34","118","2017-3"
"성균소극장","스튜디오SK","80","0","12","55","2017-3"
"노원구민의전당(구. 노원구민회관)","노원구민의전당(구. 노원구민회관)","679","1","3","91","2017-3"
"소극장공유(구. 키작은소나무극장)","소극장공유(구. 키작은소나무극장)","80","3","21","52","2017-3"
"페인터즈 히어로 종로전용관(서울극장)","페인터즈히어로 전용관","488","0","56","287","2017-3"
"소극장 천공의 성 (폐관)","소극장 천공의 성 (폐관)","80","2","6","11","2017-3"
"노을소극장","노을소극장","80","5","17","277","2017-3"
"동화소극장","동화소극장","60","1","89","404","2017-3"
"씨어터 송","씨어터 송","100","1","5","58","2017-3"
"해피씨어터","해피씨어터","250","1","125","2108","2017-3"
"대학로 김대범소극장","대학로 김대범소극장","60","0","13","28","2017-3"
"극장 봄 (봄소극장)","극장 봄","55","1","8","38","2017-3"
"대학로 달달씨어터","대학로 달달씨어터","100","1","25","101","2017-3"
"성북마을극장","성북마을극장","80","2","6","32","2017-3"
"동대문구민회관","대강당","548","2","4","89","2017-3"
"인디아트홀 공","인디아트홀 공","100","1","3","13","2017-3"
"제1 서울창의예술교육센터","하늘공연장","180","2","2","21","2017-3"
"광림아트센터","장천홀","613","8","13","123","2017-3"
"광림아트센터","BBCH홀","1026","2","84","3598","2017-3"
"아루또소극장(구. 소담소극장, 구. 코메디컬센터)","아루또소극장(구. 소담소극장, 구. 코메디컬센터)","97","1","71","295","2017-3"
"옵신 스페이스(구. 서촌공간 서로)","옵신 스페이스(구. 서촌공간 서로)","70","6","28","321","2017-3"
"문화역 서울 284","RTO","100","1","6","115","2017-3"
"SH아트홀","SH아트홀","262","1","50","2123","2017-3"
"문래예술공장","박스씨어터","100","1","2","11","2017-3"
"갤러리M30","갤러리M30","80","0","0","0","2017-3"
"대학로 두레홀 4관 (폐관)","대학로 두레홀 4관 (폐관)","202","0","57","254","2017-3"
"대학로 극장가게 (구. 문씨어터, 지구인씨어터)","대학로 극장가게 (구. 문씨어터, 지구인씨어터)","204","0","60","758","2017-3"
"성신여자대학교 운정그린캠퍼스 대강당","성신여자대학교 운정그린캠퍼스 대강당","738","3","4","52","2017-3"
"영등포 타임스퀘어","키즈앤키즈 소극장(폐관)","50","2","117","1473","2017-3"
"대학로 이음센터","이음홀","80","3","11","128","2017-3"
"이음갤러리","이음갤러리","40","0","0","0","2017-3"
"페리지홀","페리지홀","202","1","1","6","2017-3"
"여의도 이랜드크루즈 제1터미널","여의도 이랜드크루즈 제1터미널","20","0","2","3","2017-3"
"스튜디오 QDA(구. 춤공장)","스튜디오 QDA(구. 춤공장)","20","0","3","10","2017-3"
"한국콘텐츠진흥원 CKL스테이지","한국콘텐츠진흥원 CKL스테이지","190","5","25","1968","2017-3"
"해바라기소극장(구. 훈아트홀)","해바라기소극장(구. 훈아트홀)","61","1","77","312","2017-3"
"종로아이들극장","종로아이들극장","281","1","4","253","2017-3"
"대학로 두레홀 3관","대학로 두레홀 3관","220","1","106","824","2017-3"
"서울돈화문국악당","서울돈화문국악당","140","6","41","2424","2017-3"
"호은아트홀(구 키득키득아트홀)","호은아트홀(구 키득키득아트홀)","200","2","88","222","2017-3"
"KB아트홀 [강남] (구. LIG아트홀 강남)","KB아트홀 [강남] (구. LIG아트홀 강남)","147","3","4","66","2017-3"
"강동구민회관","대강당","608","3","6","48","2017-3"
"탑아트홀","탑아트홀","101","0","3","10","2017-3"
"플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터)","플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터)","359","0","312","30347","2017-3"
"CTS아트홀","CTS아트홀","404","1","21","158","2017-3"
"롯데콘서트홀","롯데콘서트홀","2036","12","21","494","2017-3"
"대학로 드림아트센터","1관","352","1","89","8049","2017-3"
"대학로 드림아트센터","2관 더블케이씨어터","210","0","62","7322","2017-3"
"대학로 드림아트센터","3관 나몰라홀","210","2","76","4109","2017-3"
"대학로 드림아트센터","4관","208","4","9","63","2017-3"
"여행자극장","여행자극장","100","3","29","255","2017-3"
"세실아트홀","세실아트홀","100","2","2","16","2017-3"
"꿈나무극장","꿈나무극장","153","1","1","129","2017-3"
"정태호소극장 comedy maker","정태호소극장 comedy maker","100","0","14","26","2017-3"
"금호아트홀 연세","금호아트홀 연세","390","9","9","68","2017-3"
"30스튜디오 (폐관)","30스튜디오 (폐관)","65","5","44","741","2017-3"
"레미어린이극장 [금천]","레미어린이극장 [금천]","194","1","27","85","2017-3"
"진건아트홀","진건아트홀","70","0","3","5","2017-3"
"마리아칼라스홀","마리아칼라스홀","51","5","5","18","2017-3"
"JCC 아트센터","콘서트홀","175","3","4","79","2017-3"
"4전시장","4전시장","0","0","0","0","2017-3"
"오디토리움","오디토리움","0","0","0","0","2017-3"
"크리에이티브 스튜디오","크리에이티브 스튜디오","0","0","0","0","2017-3"
"플랫폼 창동 61","레드박스","150","1","1","5","2017-3"
"KBS스포츠월드(아레나)","KBS아레나","2222","7","7","3474","2017-3"
"난지한강공원","난지한강공원","0","2","5","313","2017-3"
"젊음의 광장","젊음의 광장","0","0","0","0","2017-3"
"네스트나다","네스트나다","70","3","3","95","2017-3"
"야마하아티스트서비스서울","야마하아티스트서비스서울","100","2","2","45","2017-3"
"라이트씨어터","라이트씨어터","30","0","3","30","2017-3"
"강남씨어터","강남씨어터","232","2","4","666","2017-3"
"아라리오뮤지엄","공간소극장","80","2","6","169","2017-3"
"일신홀","일신홀","189","2","4","39","2017-3"
"창작플랫폼 경험과 상상","창작플랫폼 경험과 상상","50","3","7","17","2017-3"
"알록 에피소드","알록 에피소드","0","1","3","13","2017-3"
